doc_idx,start,length,uppercase_ratio,punct_density,digit_density,byte_fallback_ratio,mean_word_len,repetition_score
382,435054,174,0.1207,0.0747,0.0000,0.0000,2.07,0.0000
383,435228,1117,0.0331,0.0734,0.0000,0.0036,2.36,0.0063
384,436345,120,0.1333,0.0833,0.0000,0.0000,2.22,0.0171
385,436465,757,0.1374,0.0700,0.0251,0.0000,2.67,0.1512
386,437222,184,0.0543,0.0543,0.0054,0.0054,2.42,0.0110
387,437406,9916,0.0728,0.0717,0.0413,0.0017,2.85,0.2185
388,447322,274,0.0693,0.0693,0.0474,0.0000,2.47,0.0074
389,447596,890,0.0798,0.0921,0.0685,0.0000,2.31,0.0293
390,448486,149,0.1812,0.1275,0.2617,0.0000,3.39,0.0753
391,448635,2174,0.3441,0.0782,0.0032,0.0000,2.47,0.1257
392,450809,269,0.0781,0.0483,0.0632,0.0000,2.59,0.0414
393,451078,1306,0.0521,0.0521,0.0015,0.0023,2.21,0.0307
394,452384,952,0.0704,0.0494,0.0000,0.0189,2.20,0.0622
395,453336,447,0.1477,0.0984,0.0179,0.0179,2.44,0.0203
396,453783,573,0.0942,0.0803,0.0070,0.0000,2.15,0.2035
397,454356,183,0.0383,0.0820,0.1038,0.0000,2.77,0.0000
398,454539,1513,0.0542,0.0899,0.0555,0.0000,2.68,0.0848
399,456052,175,0.0743,0.0686,0.0114,0.0000,3.07,0.0058
400,456227,1091,0.0541,0.0742,0.0137,0.0000,2.50,0.0928
401,457318,450,0.0600,0.0689,0.0311,0.0000,2.38,0.0537
402,457768,507,0.0493,0.0394,0.0039,0.0000,2.32,0.0238
403,458275,153,0.1699,0.0654,0.0392,0.0000,2.47,0.0000
404,458428,332,0.1024,0.0723,0.0120,0.0000,2.37,0.0365
405,458760,409,0.1638,0.1198,0.1247,0.0000,2.84,0.1281
406,459169,522,0.0900,0.1264,0.0728,0.0000,2.85,0.1830
407,459691,5770,0.0617,0.0645,0.0132,0.0179,2.38,0.1082
408,465461,130,0.1692,0.0615,0.0462,0.0000,2.50,0.0079
409,465591,675,0.0444,0.0415,0.0059,0.0178,2.58,0.0536
410,466266,346,0.0260,0.0954,0.0029,0.0000,2.08,0.0029
411,466612,1842,0.1069,0.0917,0.0559,0.0000,2.66,0.0941
412,468454,3895,0.0644,0.0703,0.0051,0.0005,2.38,0.1228
413,472349,1636,0.0892,0.0495,0.0079,0.0018,2.49,0.0802
414,473985,1465,0.1317,0.0826,0.0321,0.0007,2.30,0.0465
415,475450,961,0.0708,0.0604,0.0125,0.0062,2.33,0.0585
416,476411,327,0.0520,0.0520,0.0398,0.0092,2.50,0.0864
417,476738,1039,0.0866,0.0731,0.0250,0.0048,2.28,0.0666
418,477777,352,0.1023,0.0483,0.1136,0.0000,2.96,0.1261
419,478129,169,0.1065,0.0533,0.0237,0.0000,2.35,0.0120
420,478298,159,0.2453,0.0503,0.0000,0.0000,2.52,0.1538
421,478457,557,0.2316,0.0575,0.0539,0.0018,3.09,0.0614
422,479014,844,0.0616,0.0486,0.0652,0.0000,2.53,0.1141
423,479858,264,0.0114,0.0644,0.0265,0.0000,2.20,0.0881
424,480122,1991,0.0834,0.0588,0.0181,0.0000,2.59,0.0805
425,482113,762,0.0932,0.0761,0.0026,0.0000,2.37,0.0448
426,482875,1193,0.0780,0.0796,0.0059,0.0017,2.02,0.0437
427,484068,434,0.1290,0.0968,0.0484,0.0000,2.61,0.0394
428,484502,2060,0.0981,0.0859,0.0597,0.0000,3.20,0.2246
429,486562,308,0.1396,0.0584,0.0130,0.0000,2.66,0.0393
430,486870,418,0.0957,0.0766,0.0191,0.0000,2.36,0.0120
431,487288,233,0.0730,0.1116,0.0086,0.1631,2.99,0.0348
432,487521,813,0.0873,0.0775,0.0111,0.0000,2.39,0.0667
433,488334,439,0.0706,0.0957,0.0205,0.0000,2.66,0.0619
434,488773,201,0.0697,0.0498,0.0000,0.0000,1.95,0.0253
435,488974,359,0.1309,0.0836,0.1031,0.0000,3.04,0.0534
436,489333,407,0.0541,0.0541,0.0197,0.0025,2.31,0.0099
437,489740,622,0.0932,0.0434,0.0273,0.0048,2.57,0.0775
438,490362,332,0.1717,0.0843,0.0060,0.0000,2.32,0.0182
439,490694,623,0.1493,0.0963,0.0128,0.0032,2.81,0.2661
440,491317,1208,0.1018,0.0737,0.0513,0.0017,2.66,0.0963
441,492525,1063,0.0922,0.0517,0.0226,0.0019,2.97,0.1066
442,493588,731,0.1135,0.0670,0.0287,0.0000,2.40,0.0618
443,494319,350,0.0743,0.0571,0.0171,0.0057,2.61,0.0432
444,494669,284,0.1092,0.0423,0.0000,0.0070,2.27,0.0036
445,494953,453,0.0817,0.0375,0.0221,0.0066,2.78,0.0444
446,495406,1871,0.1085,0.0834,0.0160,0.0011,2.45,0.0444
447,497277,3245,0.0653,0.0755,0.0216,0.0000,2.42,0.0783
448,500522,3519,0.0790,0.0588,0.0156,0.0006,2.59,0.0904
449,504041,532,0.0489,0.0508,0.0376,0.0000,1.86,0.0132
450,504573,3280,0.0387,0.0573,0.0131,0.0000,2.29,0.1526
451,507853,1028,0.1362,0.0720,0.0340,0.0058,2.61,0.0712
452,508881,821,0.1693,0.0694,0.0158,0.0097,2.68,0.1088
453,509702,210,0.0810,0.1143,0.0048,0.0143,2.62,0.1111
454,509912,1490,0.0611,0.0732,0.0040,0.0000,2.12,0.0672
455,511402,942,0.0382,0.0414,0.0000,0.0000,2.69,0.1427
456,512344,4683,0.1177,0.0726,0.0504,0.0006,2.55,0.1590
457,517027,2516,0.1375,0.0660,0.0131,0.0000,2.54,0.0565
458,519543,1438,0.0876,0.0695,0.0327,0.0125,2.68,0.0732
459,520981,264,0.0682,0.0606,0.0000,0.0000,2.28,0.0460
460,521245,640,0.0750,0.0578,0.0156,0.0000,2.03,0.0298
461,521885,1031,0.1503,0.0485,0.0194,0.0029,2.48,0.1576
462,522916,308,0.1916,0.0779,0.0649,0.0065,3.08,0.0164
463,523224,421,0.1544,0.0665,0.0356,0.0024,2.79,0.0072
464,523645,675,0.0830,0.0800,0.1156,0.0030,3.18,0.1399
465,524320,1147,0.1517,0.0776,0.0872,0.0026,2.71,0.1171
466,525467,367,0.0627,0.0572,0.0000,0.0000,2.87,0.0797
467,525834,493,0.1582,0.0690,0.0406,0.0000,3.20,0.0837
468,526327,728,0.0769,0.0714,0.0124,0.0453,2.56,0.0538
469,527055,406,0.0493,0.0640,0.0000,0.0074,2.19,0.0844
470,527461,544,0.1213,0.1066,0.0239,0.0000,2.75,0.0296
471,528005,239,0.1715,0.0921,0.0167,0.0000,3.06,0.0678
472,528244,2138,0.0879,0.0982,0.0164,0.0042,2.42,0.0422
473,530382,3363,0.0407,0.0642,0.0006,0.0045,2.35,0.1146
474,533745,342,0.0468,0.1550,0.0117,0.0000,2.97,0.0619
475,534087,228,0.0482,0.0658,0.0395,0.0000,2.78,0.0267
476,534315,2150,0.1019,0.0823,0.0223,0.0056,2.39,0.1109
477,536465,159,0.3459,0.0629,0.0252,0.0063,2.37,0.0769
478,536624,268,0.1903,0.1194,0.0373,0.0000,2.60,0.0038
479,536892,136,0.0588,0.0515,0.0000,0.0000,2.03,0.0301
480,537028,378,0.2037,0.0370,0.0000,0.0000,3.18,0.3920
481,537406,494,0.0344,0.0405,0.0142,0.0000,2.49,0.0407
482,537900,2243,0.1199,0.0450,0.0143,0.0000,2.49,0.1643
483,540143,2029,0.0912,0.0537,0.0099,0.0000,2.21,0.0627
484,542172,1486,0.1528,0.0781,0.0222,0.0000,2.47,0.1308
485,543658,187,0.0963,0.1016,0.0321,0.0000,2.46,0.0380
486,543845,357,0.1709,0.0672,0.1204,0.0056,2.41,0.0847
487,544202,2381,0.0916,0.0554,0.0210,0.0000,2.25,0.1312
488,546583,211,0.0948,0.1280,0.1137,0.0284,4.40,0.1442
489,546794,436,0.1881,0.0963,0.0138,0.0000,2.58,0.0485
490,547230,788,0.0596,0.0254,0.0000,0.0000,2.06,0.0178
491,548018,450,0.0644,0.0733,0.0111,0.0067,2.18,0.0470
492,548468,386,0.0622,0.0907,0.0026,0.0000,1.95,0.0183
493,548854,331,0.1692,0.0755,0.0000,0.0121,2.83,0.0305
494,549185,4696,0.0922,0.0737,0.0172,0.0019,2.39,0.0409
495,553881,3498,0.0752,0.0969,0.0249,0.0157,2.52,0.0784
496,557379,532,0.0395,0.0414,0.0000,0.0000,2.09,0.0832
497,557911,428,0.1192,0.0724,0.0140,0.0000,2.73,0.0424
498,558339,514,0.0914,0.0739,0.0156,0.0000,2.68,0.0176
499,558853,146,0.5068,0.0822,0.0000,0.0274,2.75,0.0629
500,558999,334,0.1527,0.0419,0.0359,0.0150,2.72,0.0665
501,559333,147,0.0612,0.0544,0.0408,0.0000,2.88,0.0208
502,559480,457,0.0656,0.0766,0.0088,0.0000,2.11,0.0198
503,559937,401,0.0599,0.0549,0.0000,0.0075,2.12,0.0151
504,560338,1850,0.0973,0.0422,0.0070,0.0005,2.34,0.1429
505,562188,1010,0.0802,0.1040,0.0178,0.0000,2.57,0.0556
506,563198,544,0.0846,0.0386,0.0074,0.0000,2.24,0.1349
507,563742,5793,0.0846,0.0345,0.0181,0.0002,2.25,0.3188
508,569535,333,0.1532,0.0691,0.0240,0.0000,2.75,0.0121
509,569868,1246,0.1035,0.0594,0.0353,0.0000,2.62,0.0901
510,571114,2340,0.0632,0.0816,0.0222,0.0000,2.22,0.0407
511,573454,132,0.1970,0.0455,0.0152,0.0000,2.49,0.0000
512,573586,156,0.1026,0.0705,0.0449,0.0385,2.48,0.0327
513,573742,1341,0.0529,0.0925,0.0544,0.0000,2.58,0.0665
514,575083,763,0.1219,0.0590,0.0288,0.0000,2.87,0.0211
515,575846,2907,0.1606,0.0832,0.0454,0.0048,2.90,0.2287
516,578753,7551,0.1140,0.0612,0.0152,0.0000,2.19,0.1040
517,586304,331,0.0574,0.0574,0.0393,0.0000,2.55,0.0122
518,586635,256,0.0508,0.0898,0.0000,0.0000,2.31,0.0158
519,586891,263,0.0951,0.0646,0.0228,0.0000,2.37,0.0385
520,587154,1507,0.0577,0.0650,0.0153,0.0000,2.50,0.1676
521,588661,801,0.0549,0.0549,0.0100,0.0000,2.41,0.0977
522,589462,738,0.0894,0.0569,0.0190,0.0000,2.37,0.0408
523,590200,1457,0.0776,0.0556,0.0055,0.0000,2.56,0.0818
524,591657,1001,0.1049,0.0519,0.0280,0.0020,2.45,0.1663
525,592658,543,0.0902,0.0534,0.0460,0.0000,2.27,0.0222
526,593201,269,0.1524,0.0669,0.0112,0.0000,2.89,0.0451
527,593470,1642,0.0999,0.0591,0.0207,0.0000,2.91,0.1489
528,595112,812,0.0788,0.0628,0.0037,0.0000,2.30,0.1533
529,595924,377,0.1379,0.0928,0.0716,0.0027,2.92,0.0160
530,596301,729,0.1070,0.0809,0.0247,0.0000,2.83,0.0854
531,597030,625,0.2784,0.0304,0.1056,0.0256,3.47,0.0322
532,597655,394,0.1574,0.1244,0.1142,0.0000,3.28,0.1253
533,598049,605,0.1653,0.0678,0.0380,0.0033,3.12,0.0465
534,598654,2709,0.0613,0.0587,0.0295,0.0007,2.76,0.0809
535,601363,4520,0.1732,0.1124,0.0830,0.0033,2.94,0.2971
536,605883,551,0.1851,0.0980,0.1107,0.0036,2.84,0.0785
537,606434,235,0.0809,0.0596,0.2000,0.0000,2.55,0.1552
538,606669,1387,0.0389,0.0418,0.0000,0.0000,2.24,0.1142
539,608056,1869,0.1001,0.0653,0.0460,0.0000,2.83,0.1442
540,609925,437,0.0915,0.0595,0.0389,0.0000,2.19,0.0346
541,610362,562,0.0854,0.0694,0.0196,0.0000,2.68,0.0376
542,610924,366,0.1175,0.0273,0.0000,0.0000,2.69,0.1267
543,611290,698,0.0960,0.0960,0.1289,0.0000,2.79,0.0763
544,611988,229,0.1397,0.0218,0.0131,0.0000,3.23,0.2345
545,612217,662,0.0272,0.0665,0.0030,0.0045,2.74,0.0607
546,612879,1326,0.1825,0.0543,0.0181,0.0000,2.74,0.1277
547,614205,1081,0.1184,0.0731,0.0490,0.0009,2.96,0.1484
548,615286,604,0.0629,0.0728,0.0017,0.0000,2.28,0.0300
549,615890,2135,0.0515,0.0431,0.0407,0.0000,2.40,0.1374
550,618025,922,0.0542,0.0347,0.0163,0.0022,2.49,0.0653
551,618947,451,0.0887,0.0532,0.0953,0.0111,2.62,0.0982
552,619398,693,0.0808,0.0462,0.0260,0.0000,2.62,0.0739
553,620091,673,0.0579,0.0401,0.0461,0.0000,2.69,0.0403
554,620764,941,0.1562,0.1371,0.1254,0.0021,4.66,0.3699
555,621705,1082,0.0813,0.0638,0.0148,0.0000,2.49,0.0871
556,622787,8950,0.0396,0.0691,0.0117,0.0008,2.34,0.2043
557,631737,339,0.0619,0.0914,0.0560,0.0383,2.39,0.0238
558,632076,1367,0.0636,0.0454,0.0000,0.0000,2.16,0.1041
559,633443,500,0.0580,0.0560,0.0000,0.0000,1.99,0.0282
560,633943,2333,0.0377,0.0759,0.0274,0.0180,2.35,0.0446
561,636276,1472,0.1168,0.0720,0.0285,0.0000,2.74,0.0783
562,637748,1333,0.6827,0.0278,0.0053,0.0015,3.41,0.1098
563,639081,2395,0.1015,0.0489,0.0246,0.0029,2.76,0.1380
564,641476,575,0.1009,0.0887,0.0348,0.0000,2.74,0.0664
565,642051,435,0.0943,0.0690,0.0000,0.0000,2.57,0.0440
566,642486,288,0.1562,0.0833,0.0278,0.0174,3.24,0.0737
567,642774,1532,0.0587,0.0555,0.0104,0.0000,2.24,0.0497
568,644306,3440,0.2826,0.0616,0.0099,0.0009,2.87,0.1542
569,647746,432,0.2199,0.0602,0.0324,0.0185,3.09,0.0956
570,648178,519,0.0732,0.0559,0.0308,0.0000,2.23,0.0368
571,648697,1401,0.0821,0.0650,0.0079,0.0000,2.87,0.0615
572,650098,539,0.1410,0.0538,0.0074,0.0000,2.71,0.1101
573,650637,692,0.1055,0.0694,0.0202,0.0087,3.02,0.0987
574,651329,644,0.0559,0.0497,0.0140,0.0000,2.27,0.0577
575,651973,1440,0.0569,0.0514,0.0174,0.0021,2.22,0.1141
576,653413,1261,0.0714,0.0714,0.0190,0.0079,2.43,0.0859
577,654674,784,0.0740,0.0651,0.0230,0.0000,2.17,0.0333
578,655458,8444,0.0715,0.0621,0.0165,0.0013,2.22,0.1111
579,663902,994,0.0744,0.0744,0.0382,0.0000,2.44,0.1958
580,664896,552,0.0743,0.0688,0.0308,0.0072,2.30,0.0565
581,665448,348,0.1149,0.1178,0.0460,0.0000,2.76,0.0087
582,665796,295,0.0475,0.0407,0.0000,0.0000,2.38,0.1027
583,666091,317,0.0347,0.0568,0.0000,0.0000,2.16,0.0032
584,666408,330,0.1576,0.0788,0.0394,0.0000,2.87,0.0122
585,666738,176,0.0739,0.0682,0.0227,0.0057,2.55,0.0000
586,666914,576,0.0885,0.0503,0.0174,0.0104,2.33,0.0366
587,667490,518,0.0637,0.0618,0.0000,0.0000,2.16,0.0544
588,668008,1512,0.0556,0.0608,0.0079,0.0020,2.03,0.0258
589,669520,506,0.0771,0.0850,0.0040,0.0000,2.07,0.0338
590,670026,352,0.0795,0.0881,0.0142,0.0000,2.07,0.2264
591,670378,454,0.0815,0.0903,0.0441,0.0066,2.45,0.0133
592,670832,239,0.1172,0.0460,0.0000,0.0042,3.06,0.0508
593,671071,505,0.0436,0.0515,0.0000,0.0000,2.89,0.0279
594,671576,645,0.0744,0.0915,0.0372,0.0016,2.49,0.0607
595,672221,446,0.1368,0.0493,0.0381,0.0067,2.28,0.1106
596,672667,2553,0.0588,0.0466,0.0082,0.0031,2.45,0.0467
597,675220,653,0.0781,0.0658,0.0276,0.0000,2.45,0.0677
598,675873,2488,0.0687,0.0723,0.0165,0.0004,2.06,0.0378
599,678361,1676,0.0483,0.0567,0.0060,0.0018,2.42,0.0693
600,680037,1520,0.1046,0.0717,0.0079,0.0013,2.28,0.0560
601,681557,1582,0.0632,0.0525,0.0063,0.0025,2.81,0.0988
602,683139,1215,0.0872,0.0848,0.0774,0.0000,2.54,0.0660
603,684354,307,0.1075,0.0423,0.0163,0.0000,2.60,0.0691
604,684661,1356,0.0885,0.0516,0.0229,0.0029,2.66,0.1116
605,686017,364,0.0879,0.0687,0.0000,0.0000,2.35,0.0748
606,686381,338,0.0503,0.0769,0.0089,0.0000,2.30,0.0985
607,686719,504,0.1349,0.0992,0.0238,0.0040,2.58,0.0579
608,687223,4811,0.0896,0.0499,0.0023,0.0000,2.18,0.1177
609,692034,297,0.0673,0.0505,0.0067,0.0000,2.17,0.0544
610,692331,150,0.0533,0.0400,0.0000,0.0000,2.42,0.0000
611,692481,308,0.1266,0.0682,0.0649,0.0000,3.28,0.2721
612,692789,897,0.0580,0.0546,0.0201,0.0000,2.48,0.1119
613,693686,245,0.1551,0.0612,0.0000,0.0000,2.06,0.0165
614,693931,783,0.0549,0.0792,0.0153,0.0026,2.79,0.0885
615,694714,888,0.1194,0.1070,0.0023,0.0000,1.94,0.0294
616,695602,237,0.0675,0.0844,0.0211,0.0042,2.49,0.0214
617,695839,382,0.0995,0.0445,0.0524,0.0000,2.75,0.0660
618,696221,176,0.0398,0.0568,0.0795,0.0000,2.38,0.0405
619,696397,629,0.0763,0.1129,0.0461,0.0620,2.47,0.0863
620,697026,1284,0.0475,0.0428,0.0070,0.0016,2.22,0.0250
621,698310,409,0.0954,0.0636,0.0562,0.0000,2.59,0.0813
622,698719,921,0.0532,0.0586,0.0413,0.0000,2.52,0.1122
623,699640,112,0.0536,0.0625,0.0000,0.0000,2.29,0.0000
624,699752,577,0.1681,0.1231,0.0676,0.0000,2.99,0.0679
625,700329,1039,0.0269,0.0597,0.0038,0.0000,2.35,0.1303
626,701368,164,0.0488,0.0427,0.0000,0.0000,2.13,0.0745
627,701532,322,0.0870,0.1056,0.0155,0.0031,1.94,0.0188
628,701854,1155,0.0719,0.0606,0.0173,0.0052,2.46,0.0599
629,703009,247,0.0526,0.0445,0.0405,0.0000,2.35,0.0533
630,703256,336,0.0476,0.0595,0.1012,0.0179,3.54,0.0541
631,703592,1339,0.0642,0.0568,0.0254,0.0149,2.26,0.0591
632,704931,26774,0.0782,0.0665,0.0452,0.0174,2.86,0.2916
633,731705,700,0.1114,0.0586,0.0286,0.0014,3.15,0.0976
634,732405,1727,0.0811,0.0533,0.0075,0.0000,2.58,0.0771
635,734132,342,0.1170,0.0556,0.0058,0.0000,2.85,0.0501
636,734474,447,0.0559,0.0694,0.0000,0.0000,3.19,0.1396
637,734921,1219,0.0853,0.0927,0.1198,0.0016,2.38,0.1250
638,736140,2372,0.0873,0.0548,0.0337,0.0013,2.55,0.0975
639,738512,1226,0.1509,0.0563,0.0049,0.0000,2.22,0.1251
640,739738,1278,0.3083,0.0563,0.0031,0.0008,2.74,0.0824
641,741016,424,0.0991,0.0708,0.0354,0.0000,2.77,0.0546
642,741440,1820,0.0462,0.0621,0.0148,0.0000,2.11,0.0848
643,743260,970,0.0990,0.0536,0.0041,0.0000,2.93,0.1179
644,744230,265,0.0604,0.0868,0.0943,0.0000,2.79,0.0267
645,744495,831,0.0698,0.0457,0.0156,0.0000,2.56,0.0809
646,745326,286,0.0804,0.0629,0.0839,0.0000,3.04,0.0530
647,745612,406,0.2094,0.0813,0.0443,0.0000,2.84,0.0174
648,746018,665,0.1188,0.0842,0.0180,0.0000,2.39,0.0906
649,746683,3164,0.0544,0.0521,0.0288,0.0003,2.50,0.0519
650,749847,312,0.0192,0.0288,0.0064,0.0000,2.50,0.0324
651,750159,280,0.0893,0.1107,0.0071,0.0071,2.62,0.0072
652,750439,1581,0.1790,0.0651,0.0051,0.0013,2.41,0.0963
653,752020,2597,0.1286,0.0916,0.0504,0.0008,2.70,0.1727
654,754617,3396,0.0916,0.0583,0.0188,0.0006,2.58,0.0872
655,758013,1209,0.0852,0.0604,0.0414,0.0017,2.84,0.0970
656,759222,1157,0.0812,0.0838,0.0251,0.0095,2.27,0.0494
657,760379,686,0.1239,0.1122,0.1268,0.0000,3.25,0.3045
658,761065,300,0.0733,0.0433,0.0000,0.0000,1.97,0.0505
659,761365,2540,0.0780,0.0555,0.0248,0.0000,2.34,0.0950
660,763905,487,0.1027,0.0472,0.0267,0.0000,2.41,0.0785
661,764392,1110,0.0649,0.0297,0.0171,0.0027,2.26,0.0750
662,765502,3360,0.0914,0.0744,0.0024,0.0000,2.14,0.0617
663,768862,293,0.0751,0.0512,0.0000,0.0000,2.19,0.0103
664,769155,1483,0.0769,0.0384,0.0135,0.0270,2.39,0.1088
665,770638,1152,0.0694,0.0625,0.0425,0.0000,2.47,0.0896
666,771790,837,0.0992,0.0526,0.0060,0.0012,2.76,0.1403
667,772627,333,0.0751,0.0511,0.0090,0.0090,2.40,0.0970
668,772960,481,0.1726,0.0437,0.0166,0.0000,2.67,0.0962
669,773441,379,0.1451,0.0765,0.0343,0.0158,2.61,0.0239
670,773820,2557,0.0950,0.0637,0.0047,0.0039,2.59,0.1359
671,776377,2176,0.0800,0.0703,0.0133,0.0000,2.57,0.1358
672,778553,1580,0.1070,0.0848,0.0114,0.0000,2.82,0.0691
673,780133,323,0.0867,0.0836,0.0372,0.0000,2.48,0.0500
674,780456,957,0.0637,0.0334,0.0293,0.0031,2.65,0.1006
675,781413,187,0.1283,0.0588,0.0000,0.0000,1.99,0.1033
676,781600,285,0.0807,0.0982,0.0000,0.0070,2.48,0.0390
677,781885,958,0.0543,0.0553,0.0365,0.0000,2.53,0.0911
678,782843,8905,0.0679,0.0801,0.0088,0.0031,2.34,0.1223
679,791748,716,0.0559,0.0559,0.0028,0.0223,2.32,0.0912
680,792464,843,0.0771,0.0830,0.0332,0.0000,2.49,0.0452
681,793307,471,0.1465,0.0828,0.0149,0.0000,2.19,0.0021
682,793778,384,0.0208,0.0573,0.0078,0.0000,2.40,0.0394
683,794162,2903,0.1144,0.0720,0.0479,0.0000,2.74,0.1262
684,797065,474,0.1013,0.0527,0.0380,0.0000,2.69,0.1210
685,797539,3647,0.0990,0.0842,0.0085,0.0016,2.40,0.0574
686,801186,1514,0.1004,0.0482,0.0317,0.0020,2.58,0.1403
687,802700,295,0.1492,0.1729,0.1254,0.0034,3.55,0.1062
688,802995,545,0.1358,0.0697,0.0606,0.0000,2.81,0.0923
689,803540,198,0.1364,0.0505,0.1162,0.0404,3.19,0.0769
690,803738,412,0.0825,0.0947,0.0000,0.0000,2.15,0.0318
691,804150,178,0.0618,0.0393,0.1067,0.0112,2.83,0.0114
692,804328,1917,0.0876,0.0600,0.0276,0.0016,2.33,0.0606
693,806245,1132,0.0636,0.0663,0.0080,0.0000,2.46,0.0363
694,807377,1197,0.0309,0.0426,0.0000,0.0000,1.97,0.0729
695,808574,2129,0.1085,0.0573,0.0254,0.0009,2.46,0.1110
696,810703,2848,0.0548,0.0600,0.0025,0.0000,2.28,0.0366
697,813551,455,0.0681,0.0352,0.0000,0.0000,2.71,0.0730
698,814006,391,0.0895,0.0588,0.1330,0.0000,2.88,0.1108
699,814397,2706,0.0366,0.0503,0.0100,0.0000,2.02,0.1299
700,817103,1322,0.1309,0.0643,0.0272,0.0000,2.70,0.1024
701,818425,2292,0.1213,0.0567,0.0353,0.0004,2.71,0.1293
702,820717,440,0.1795,0.0977,0.0295,0.0023,2.88,0.0297
703,821157,1267,0.0481,0.0695,0.0000,0.0000,2.26,0.0475
704,822424,412,0.0413,0.0850,0.0000,0.0000,2.30,0.0147
705,822836,607,0.0840,0.0824,0.0000,0.0000,2.11,0.0364
706,823443,1622,0.0808,0.0617,0.0043,0.0000,2.30,0.1458
707,825065,291,0.0722,0.0859,0.0275,0.0000,2.26,0.0208
708,825356,535,0.1103,0.0561,0.0224,0.0000,2.77,0.0977
709,825891,626,0.1550,0.1134,0.1278,0.0080,3.26,0.1348
710,826517,1743,0.0826,0.0614,0.0310,0.0011,2.59,0.0701
711,828260,1148,0.0409,0.0366,0.0035,0.0000,2.32,0.0603
712,829408,427,0.0632,0.0562,0.0000,0.0000,2.20,0.0660
713,829835,332,0.1265,0.0994,0.0000,0.0030,2.96,0.1429
714,830167,289,0.1142,0.0692,0.0277,0.0000,2.54,0.1503
715,830456,329,0.0486,0.0547,0.0030,0.0000,2.18,0.0307
716,830785,218,0.2064,0.1560,0.1055,0.0000,2.91,0.0093
717,831003,1062,0.0904,0.0866,0.0377,0.0038,2.33,0.1558
718,832065,782,0.2123,0.1049,0.0908,0.0000,3.36,0.1502
719,832847,2208,0.0965,0.0453,0.0127,0.0054,2.19,0.1347
720,835055,139,0.0863,0.0863,0.0000,0.0000,2.11,0.0000
721,835194,350,0.1086,0.0457,0.0571,0.0000,2.65,0.0865
722,835544,240,0.1333,0.0417,0.0208,0.0125,2.64,0.0759
723,835784,930,0.1151,0.0634,0.0602,0.0000,2.65,0.0593
724,836714,3388,0.0587,0.0640,0.0009,0.0006,2.70,0.0990
725,840102,455,0.0549,0.0659,0.0044,0.0000,2.00,0.0066
726,840557,424,0.1321,0.1108,0.0991,0.0000,2.51,0.0499
727,840981,408,0.1471,0.0833,0.0000,0.0000,2.72,0.1037
728,841389,520,0.0981,0.0481,0.0365,0.0000,2.21,0.0677
729,841909,197,0.1117,0.0609,0.0203,0.0000,2.59,0.0000
730,842106,161,0.0994,0.1180,0.1180,0.0000,3.29,0.0063
731,842267,628,0.0398,0.0303,0.0000,0.0143,2.33,0.0656
732,842895,366,0.1311,0.0546,0.0000,0.0273,2.47,0.1074
733,843261,220,0.0818,0.0682,0.0136,0.0000,2.50,0.1475
734,843481,1340,0.0731,0.0694,0.0037,0.0000,2.62,0.0995
735,844821,225,0.0444,0.0667,0.0400,0.0000,2.12,0.0225
736,845046,974,0.0544,0.0339,0.0021,0.0000,2.42,0.0680
737,846020,863,0.0950,0.0463,0.0290,0.0000,2.68,0.1012
738,846883,487,0.1437,0.0472,0.0370,0.0000,2.68,0.2459
739,847370,1673,0.0604,0.0675,0.0024,0.0000,2.28,0.0551
740,849043,389,0.1285,0.0694,0.0000,0.0000,2.09,0.0492
741,849432,393,0.1145,0.0687,0.0687,0.0051,3.00,0.0949
742,849825,413,0.0799,0.0436,0.0218,0.0000,2.60,0.0585
743,850238,447,0.0694,0.0828,0.0089,0.0000,2.06,0.0180
744,850685,2755,0.0679,0.0621,0.0098,0.0007,2.85,0.0850
745,853440,606,0.1188,0.0776,0.0545,0.0000,2.86,0.1625
746,854046,2405,0.0657,0.0661,0.0025,0.0008,2.17,0.1074
747,856451,295,0.1119,0.1356,0.0508,0.0000,3.28,0.1233
748,856746,490,0.1388,0.0816,0.0082,0.0000,2.59,0.0534
749,857236,1553,0.1043,0.0670,0.0283,0.0032,2.32,0.0916
750,858789,216,0.1111,0.0509,0.0278,0.0000,2.77,0.0610
751,859005,228,0.0351,0.0439,0.0088,0.0000,2.24,0.0000
752,859233,301,0.1960,0.0399,0.0033,0.0000,2.45,0.0537
753,859534,421,0.1710,0.0831,0.0238,0.0024,3.42,0.0885
754,859955,577,0.0745,0.0988,0.0659,0.0087,2.51,0.1045
755,860532,108,0.0463,0.0741,0.0278,0.0000,2.12,0.0095
756,860640,646,0.0604,0.1099,0.0310,0.0000,2.63,0.0824
757,861286,3026,0.0757,0.1282,0.0839,0.0056,2.81,0.1188
758,864312,1833,0.0595,0.0726,0.0098,0.0022,2.18,0.0262
759,866145,3550,0.0789,0.0893,0.0448,0.0031,2.42,0.1224
760,869695,548,0.1423,0.0493,0.0055,0.0547,2.63,0.1064
761,870243,1285,0.1292,0.0918,0.0148,0.0070,2.80,0.2020
762,871528,212,0.0896,0.0519,0.0519,0.0000,2.44,0.0335
763,871740,240,0.1125,0.1208,0.0500,0.0083,3.08,0.0675
764,871980,189,0.0741,0.0688,0.0000,0.0000,2.15,0.0323
